rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
9509,2022-07-30 17:22:42-06,818,320,2022-08-03 16:24:42-06,1,2022-02-15 20:30:53-06
9510,2022-07-30 17:24:17-06,2301,494,2022-08-08 11:47:17-06,2,2022-02-15 20:30:53-06
9511,2022-07-30 17:25:05-06,964,549,2022-08-08 19:46:05-06,1,2022-02-15 20:30:53-06
9512,2022-07-30 17:26:30-06,3786,173,2022-08-04 16:43:30-06,2,2022-02-15 20:30:53-06
9513,2022-07-30 17:28:30-06,396,317,2022-07-31 17:22:30-06,2,2022-02-15 20:30:53-06
9514,2022-07-30 17:29:44-06,1892,243,2022-08-02 16:49:44-06,1,2022-02-15 20:30:53-06
9515,2022-07-30 17:35:05-06,3099,264,2022-08-02 16:35:05-06,2,2022-02-15 20:30:53-06
9516,2022-07-30 17:40:58-06,3519,424,2022-08-06 19:13:58-06,2,2022-02-15 20:30:53-06
9517,2022-07-30 17:41:23-06,3299,170,2022-08-02 16:08:23-06,1,2022-02-15 20:30:53-06
9518,2022-07-30 17:43:26-06,2714,215,2022-08-04 12:12:26-06,2,2022-02-15 20:30:53-06
9519,2022-07-30 17:45:57-06,3767,235,2022-08-05 17:59:57-06,2,2022-02-15 20:30:53-06
9520,2022-07-30 17:50:54-06,1306,299,2022-08-04 13:05:54-06,1,2022-02-15 20:30:53-06
9521,2022-07-30 17:52:24-06,1423,227,2022-08-05 20:33:24-06,2,2022-02-15 20:30:53-06
9522,2022-07-30 17:55:11-06,4266,294,2022-08-02 23:41:11-06,2,2022-02-15 20:30:53-06
9523,2022-07-30 17:56:09-06,891,356,2022-08-04 22:44:09-06,2,2022-02-15 20:30:53-06
9524,2022-07-30 18:01:06-06,1796,535,2022-08-03 21:06:06-06,2,2022-02-15 20:30:53-06
9525,2022-07-30 18:02:18-06,2990,246,2022-08-06 14:31:18-06,1,2022-02-15 20:30:53-06
9526,2022-07-30 18:02:22-06,417,342,2022-08-03 20:00:22-06,1,2022-02-15 20:30:53-06
9527,2022-07-30 18:02:24-06,2539,200,2022-08-08 19:08:24-06,2,2022-02-15 20:30:53-06
9528,2022-07-30 18:05:04-06,193,241,2022-08-06 18:16:04-06,1,2022-02-15 20:30:53-06
9529,2022-07-30 18:05:26-06,816,123,2022-08-02 15:30:26-06,2,2022-02-15 20:30:53-06
9530,2022-07-30 18:09:06-06,1718,148,2022-08-04 16:47:06-06,2,2022-02-15 20:30:53-06
9531,2022-07-30 18:11:53-06,4550,268,2022-08-06 19:49:53-06,1,2022-02-15 20:30:53-06
9532,2022-07-30 18:16:51-06,1309,488,2022-08-01 13:23:51-06,1,2022-02-15 20:30:53-06
9533,2022-07-30 18:18:10-06,4156,522,2022-08-07 12:58:10-06,1,2022-02-15 20:30:53-06
9534,2022-07-30 18:18:27-06,4457,519,2022-08-05 17:28:27-06,1,2022-02-15 20:30:53-06
9535,2022-07-30 18:18:53-06,2413,485,2022-08-03 20:04:53-06,2,2022-02-15 20:30:53-06
9536,2022-07-30 18:19:02-06,2547,310,2022-08-02 12:38:02-06,1,2022-02-15 20:30:53-06
9537,2022-07-30 18:23:00-06,546,488,2022-07-31 18:16:00-06,2,2022-02-15 20:30:53-06
9538,2022-07-30 18:25:22-06,3402,68,2022-08-05 17:10:22-06,2,2022-02-15 20:30:53-06
9539,2022-07-30 18:36:19-06,3793,436,2022-08-04 16:47:19-06,1,2022-02-15 20:30:53-06
9540,2022-07-30 18:40:06-06,2200,365,2022-07-31 18:09:06-06,1,2022-02-15 20:30:53-06
9541,2022-07-30 18:40:14-06,1774,422,2022-08-04 23:34:14-06,2,2022-02-15 20:30:53-06
9542,2022-07-30 18:41:48-06,2243,595,2022-07-31 17:49:48-06,2,2022-02-15 20:30:53-06
9543,2022-07-30 18:43:34-06,956,369,2022-07-31 23:49:34-06,1,2022-02-15 20:30:53-06
9544,2022-07-30 18:44:51-06,2383,28,2022-08-04 22:25:51-06,2,2022-02-15 20:30:53-06
9545,2022-07-30 18:46:24-06,3451,594,2022-08-08 23:11:24-06,1,2022-02-15 20:30:53-06
9546,2022-07-30 18:47:40-06,211,63,2022-08-02 00:25:40-06,2,2022-02-15 20:30:53-06
9547,2022-07-30 18:52:34-06,2414,440,2022-08-03 16:12:34-06,2,2022-02-15 20:30:53-06
9548,2022-07-30 18:54:19-06,3038,576,2022-08-04 17:50:19-06,2,2022-02-15 20:30:53-06
9549,2022-07-30 18:57:04-06,2409,63,2022-08-07 14:00:04-06,2,2022-02-15 20:30:53-06
9550,2022-07-30 18:57:34-06,2233,583,2022-08-08 16:33:34-06,1,2022-02-15 20:30:53-06
9551,2022-07-30 19:04:58-06,1260,30,2022-08-05 21:07:58-06,2,2022-02-15 20:30:53-06
9552,2022-07-30 19:05:32-06,3544,261,2022-07-31 23:59:32-06,1,2022-02-15 20:30:53-06
9553,2022-07-30 19:06:34-06,4187,579,2022-08-07 19:20:34-06,1,2022-02-15 20:30:53-06
9554,2022-07-30 19:06:49-06,2581,490,2022-08-01 15:27:49-06,1,2022-02-15 20:30:53-06
9555,2022-07-30 19:11:16-06,2108,382,2022-08-02 23:58:16-06,2,2022-02-15 20:30:53-06
9556,2022-07-30 19:13:30-06,3269,521,2022-08-07 23:46:30-06,1,2022-02-15 20:30:53-06
9557,2022-07-30 19:14:01-06,708,328,2022-08-05 16:55:01-06,1,2022-02-15 20:30:53-06
9558,2022-07-30 19:14:35-06,1161,418,2022-08-05 20:00:35-06,1,2022-02-15 20:30:53-06
9559,2022-07-30 19:15:53-06,2882,159,2022-08-07 19:38:53-06,1,2022-02-15 20:30:53-06
9560,2022-07-30 19:17:27-06,4236,471,2022-08-06 20:33:27-06,1,2022-02-15 20:30:53-06
9561,2022-07-30 19:22:13-06,1079,58,2022-08-03 00:00:13-06,2,2022-02-15 20:30:53-06
9562,2022-07-30 19:23:20-06,1571,116,2022-08-06 14:01:20-06,2,2022-02-15 20:30:53-06
9563,2022-07-30 19:28:39-06,3858,167,2022-08-05 15:10:39-06,1,2022-02-15 20:30:53-06
9564,2022-07-30 19:31:37-06,383,377,2022-08-03 15:57:37-06,2,2022-02-15 20:30:53-06
9565,2022-07-30 19:32:00-06,3621,485,2022-08-03 22:45:00-06,1,2022-02-15 20:30:53-06
9566,2022-07-30 19:32:10-06,643,346,2022-08-02 16:54:10-06,2,2022-02-15 20:30:53-06
9567,2022-07-30 19:36:11-06,3688,37,2022-08-06 18:19:11-06,2,2022-02-15 20:30:53-06
9568,2022-07-30 19:37:44-06,1248,358,2022-08-02 00:07:44-06,2,2022-02-15 20:30:53-06
9569,2022-07-30 19:39:38-06,813,405,2022-08-01 22:09:38-06,2,2022-02-15 20:30:53-06
9570,2022-07-30 19:40:37-06,591,385,2022-07-31 18:59:37-06,1,2022-02-15 20:30:53-06
9571,2022-07-30 19:42:18-06,2219,1,2022-08-02 16:26:18-06,2,2022-02-15 20:30:53-06
9572,2022-07-30 19:44:10-06,1453,283,2022-07-31 20:30:10-06,2,2022-02-15 20:30:53-06
9573,2022-07-30 19:45:38-06,3745,59,2022-08-08 21:31:38-06,2,2022-02-15 20:30:53-06
9574,2022-07-30 19:49:20-06,2782,233,2022-08-04 19:36:20-06,2,2022-02-15 20:30:53-06
9575,2022-07-30 19:51:53-06,3971,193,2022-08-03 13:54:53-06,2,2022-02-15 20:30:53-06
9576,2022-07-30 19:52:59-06,3327,145,2022-08-05 16:35:59-06,2,2022-02-15 20:30:53-06
9577,2022-07-30 19:53:33-06,2423,526,2022-08-06 22:56:33-06,1,2022-02-15 20:30:53-06
9578,2022-07-30 19:54:31-06,2965,115,2022-08-01 19:48:31-06,1,2022-02-15 20:30:53-06
9579,2022-07-30 19:59:20-06,3547,35,2022-08-05 20:52:20-06,2,2022-02-15 20:30:53-06
9580,2022-07-30 20:01:11-06,532,22,2022-08-04 23:01:11-06,1,2022-02-15 20:30:53-06
9581,2022-07-30 20:03:07-06,2588,302,2022-08-05 16:01:07-06,1,2022-02-15 20:30:53-06
9582,2022-07-30 20:05:19-06,3913,347,2022-08-04 00:26:19-06,1,2022-02-15 20:30:53-06
9583,2022-07-30 20:05:21-06,3543,568,2022-08-05 17:14:21-06,2,2022-02-15 20:30:53-06
9584,2022-07-30 20:05:48-06,419,141,2022-07-31 22:50:48-06,2,2022-02-15 20:30:53-06
9585,2022-07-30 20:05:55-06,3249,197,2022-08-02 16:54:55-06,2,2022-02-15 20:30:53-06
9586,2022-07-30 20:07:16-06,3987,415,2022-08-03 17:39:16-06,1,2022-02-15 20:30:53-06
9587,2022-07-30 20:10:30-06,2966,235,2022-08-05 23:54:30-06,2,2022-02-15 20:30:53-06
9588,2022-07-30 20:13:13-06,1368,499,2022-08-01 21:06:13-06,1,2022-02-15 20:30:53-06
9589,2022-07-30 20:13:29-06,2604,574,2022-08-08 18:51:29-06,2,2022-02-15 20:30:53-06
9590,2022-07-30 20:17:16-06,2293,585,2022-08-07 21:24:16-06,1,2022-02-15 20:30:53-06
9591,2022-07-30 20:19:28-06,504,97,2022-08-01 00:30:28-06,1,2022-02-15 20:30:53-06
9592,2022-07-30 20:21:16-06,1828,14,2022-08-05 01:32:16-06,1,2022-02-15 20:30:53-06
9593,2022-07-30 20:22:30-06,1223,28,2022-08-05 01:23:30-06,1,2022-02-15 20:30:53-06
9594,2022-07-30 20:23:52-06,4382,148,2022-08-04 16:06:52-06,1,2022-02-15 20:30:53-06
9595,2022-07-30 20:27:58-06,2829,3,2022-08-02 22:58:58-06,1,2022-02-15 20:30:53-06
9596,2022-07-30 20:28:47-06,2847,55,2022-08-03 20:43:47-06,2,2022-02-15 20:30:53-06
9597,2022-07-30 20:29:07-06,3317,61,2022-08-08 20:33:07-06,2,2022-02-15 20:30:53-06
9598,2022-07-30 20:30:41-06,1105,468,2022-08-03 20:54:41-06,1,2022-02-15 20:30:53-06
9599,2022-07-30 20:32:06-06,3164,502,2022-08-04 00:47:06-06,2,2022-02-15 20:30:53-06
9600,2022-07-30 20:35:34-06,3731,464,2022-08-08 15:50:34-06,1,2022-02-15 20:30:53-06
9601,2022-07-30 20:42:17-06,1592,553,2022-08-03 19:02:17-06,2,2022-02-15 20:30:53-06
9602,2022-07-30 20:42:51-06,3173,386,2022-08-01 01:39:51-06,1,2022-02-15 20:30:53-06
9603,2022-07-30 20:43:43-06,2266,541,2022-08-01 17:11:43-06,2,2022-02-15 20:30:53-06
9604,2022-07-30 20:47:12-06,4342,580,2022-08-02 23:48:12-06,1,2022-02-15 20:30:53-06
9605,2022-07-30 20:50:07-06,1477,94,2022-08-07 02:15:07-06,2,2022-02-15 20:30:53-06
9606,2022-07-30 20:50:46-06,1357,253,2022-07-31 22:29:46-06,2,2022-02-15 20:30:53-06
9607,2022-07-30 20:51:06-06,3414,294,2022-08-01 17:18:06-06,2,2022-02-15 20:30:53-06
9608,2022-07-30 20:51:52-06,363,397,2022-08-05 22:38:52-06,2,2022-02-15 20:30:53-06
9609,2022-07-30 20:53:24-06,693,112,2022-08-05 01:32:24-06,2,2022-02-15 20:30:53-06
9610,2022-07-30 20:54:05-06,3110,16,2022-08-06 16:11:05-06,1,2022-02-15 20:30:53-06
9611,2022-07-30 20:54:43-06,1976,215,2022-08-04 20:54:43-06,2,2022-02-15 20:30:53-06
9612,2022-07-30 20:58:31-06,2142,69,2022-08-04 00:34:31-06,2,2022-02-15 20:30:53-06
9613,2022-07-30 20:58:53-06,3251,188,2022-08-01 17:10:53-06,1,2022-02-15 20:30:53-06
9614,2022-07-30 20:59:31-06,2955,548,2022-08-07 21:19:31-06,1,2022-02-15 20:30:53-06
9615,2022-07-30 20:59:56-06,3370,50,2022-08-01 17:46:56-06,2,2022-02-15 20:30:53-06
9616,2022-07-30 21:05:01-06,1210,550,2022-08-04 17:10:01-06,1,2022-02-15 20:30:53-06
9617,2022-07-30 21:15:38-06,529,102,2022-08-01 21:24:38-06,1,2022-02-15 20:30:53-06
9618,2022-07-30 21:16:14-06,2688,253,2022-08-06 19:43:14-06,2,2022-02-15 20:30:53-06
9619,2022-07-30 21:17:02-06,1730,138,2022-08-04 23:36:02-06,2,2022-02-15 20:30:53-06
9620,2022-07-30 21:19:18-06,2177,576,2022-08-08 02:20:18-06,1,2022-02-15 20:30:53-06
9621,2022-07-30 21:21:08-06,325,38,2022-08-07 20:50:08-06,2,2022-02-15 20:30:53-06
9622,2022-07-30 21:21:45-06,2255,411,2022-08-02 02:20:45-06,1,2022-02-15 20:30:53-06
9623,2022-07-30 21:30:02-06,113,360,2022-08-06 16:34:02-06,1,2022-02-15 20:30:53-06
9624,2022-07-30 21:30:03-06,3480,7,2022-08-06 02:13:03-06,1,2022-02-15 20:30:53-06
9625,2022-07-30 21:30:48-06,1703,445,2022-08-02 18:12:48-06,1,2022-02-15 20:30:53-06
9626,2022-07-30 21:37:41-06,2216,546,2022-08-07 21:00:41-06,1,2022-02-15 20:30:53-06
9627,2022-07-30 21:42:46-06,471,12,2022-08-07 17:42:46-06,2,2022-02-15 20:30:53-06
9628,2022-07-30 21:51:11-06,1387,565,2022-07-31 16:11:11-06,2,2022-02-15 20:30:53-06
9629,2022-07-30 21:54:43-06,2773,8,2022-08-02 01:36:43-06,1,2022-02-15 20:30:53-06
9630,2022-07-30 21:57:07-06,2008,599,2022-08-07 03:55:07-06,2,2022-02-15 20:30:53-06
9631,2022-07-30 22:02:00-06,321,595,2022-08-01 19:04:00-06,2,2022-02-15 20:30:53-06
9632,2022-07-30 22:02:23-06,3368,217,2022-08-05 21:49:23-06,2,2022-02-15 20:30:53-06
9633,2022-07-30 22:04:08-06,1141,334,2022-08-05 17:52:08-06,2,2022-02-15 20:30:53-06
9634,2022-07-30 22:06:02-06,924,444,2022-08-03 23:53:02-06,1,2022-02-15 20:30:53-06
9635,2022-07-30 22:12:27-06,1687,371,2022-08-01 17:24:27-06,2,2022-02-15 20:30:53-06
9636,2022-07-30 22:12:59-06,1725,27,2022-08-09 00:31:59-06,2,2022-02-15 20:30:53-06
9637,2022-07-30 22:18:54-06,3013,130,2022-08-02 18:23:54-06,2,2022-02-15 20:30:53-06
9638,2022-07-30 22:30:27-06,1616,436,2022-08-08 19:04:27-06,1,2022-02-15 20:30:53-06
9639,2022-07-30 22:32:10-06,1373,459,2022-08-03 00:04:10-06,2,2022-02-15 20:30:53-06
9640,2022-07-30 22:33:25-06,1067,67,2022-08-09 02:41:25-06,1,2022-02-15 20:30:53-06
9641,2022-07-30 22:33:48-06,1085,30,2022-08-04 00:43:48-06,1,2022-02-15 20:30:53-06
9642,2022-07-30 22:33:57-06,3550,68,2022-08-04 21:54:57-06,1,2022-02-15 20:30:53-06
9643,2022-07-30 22:35:48-06,3576,538,2022-08-07 21:28:48-06,2,2022-02-15 20:30:53-06
9644,2022-07-30 22:40:35-06,4577,441,2022-08-09 01:18:35-06,1,2022-02-15 20:30:53-06
9645,2022-07-30 22:42:49-06,3413,519,2022-08-03 17:08:49-06,1,2022-02-15 20:30:53-06
9646,2022-07-30 22:43:28-06,3756,89,2022-08-07 21:00:28-06,1,2022-02-15 20:30:53-06
9647,2022-07-30 22:45:15-06,3415,475,2022-08-06 01:54:15-06,1,2022-02-15 20:30:53-06
9648,2022-07-30 22:46:03-06,4063,72,2022-08-08 21:36:03-06,2,2022-02-15 20:30:53-06
9649,2022-07-30 22:46:54-06,1588,51,2022-08-04 01:42:54-06,2,2022-02-15 20:30:53-06
9650,2022-07-30 22:47:32-06,2997,414,2022-08-03 17:50:32-06,2,2022-02-15 20:30:53-06
9651,2022-07-30 22:48:49-06,4059,324,2022-08-03 23:53:49-06,1,2022-02-15 20:30:53-06
9652,2022-07-30 22:49:53-06,448,207,2022-08-06 00:38:53-06,2,2022-02-15 20:30:53-06
9653,2022-07-30 22:55:38-06,1451,383,2022-08-03 02:35:38-06,2,2022-02-15 20:30:53-06
9654,2022-07-30 22:57:42-06,3286,506,2022-08-05 21:19:42-06,1,2022-02-15 20:30:53-06
9655,2022-07-30 22:57:54-06,3403,435,2022-08-05 19:00:54-06,1,2022-02-15 20:30:53-06
9656,2022-07-30 23:00:21-06,4215,39,2022-08-04 21:36:21-06,1,2022-02-15 20:30:53-06
9657,2022-07-30 23:00:41-06,2681,402,2022-08-05 23:51:41-06,2,2022-02-15 20:30:53-06
9658,2022-07-30 23:00:52-06,2332,282,2022-08-08 21:47:52-06,2,2022-02-15 20:30:53-06
9659,2022-07-30 23:02:14-06,4262,360,2022-08-06 17:54:14-06,2,2022-02-15 20:30:53-06
9660,2022-07-30 23:03:17-06,1090,406,2022-08-06 23:59:17-06,2,2022-02-15 20:30:53-06
9661,2022-07-30 23:06:37-06,2693,237,2022-08-04 00:37:37-06,1,2022-02-15 20:30:53-06
9662,2022-07-30 23:09:53-06,2757,96,2022-08-07 17:50:53-06,2,2022-02-15 20:30:53-06
9663,2022-07-30 23:10:48-06,2099,339,2022-08-01 04:40:48-06,2,2022-02-15 20:30:53-06
9664,2022-07-30 23:12:08-06,360,13,2022-08-03 19:19:08-06,2,2022-02-15 20:30:53-06
9665,2022-07-30 23:17:33-06,2863,478,2022-08-04 01:53:33-06,1,2022-02-15 20:30:53-06
9666,2022-07-30 23:20:58-06,4318,592,2022-08-05 23:09:58-06,2,2022-02-15 20:30:53-06
9667,2022-07-30 23:23:52-06,4289,523,2022-08-09 02:12:52-06,1,2022-02-15 20:30:53-06
9668,2022-07-30 23:31:03-06,1647,378,2022-08-06 23:19:03-06,2,2022-02-15 20:30:53-06
9669,2022-07-30 23:31:36-06,4496,277,2022-08-07 20:05:36-06,2,2022-02-15 20:30:53-06
9670,2022-07-30 23:33:33-06,3709,349,2022-08-06 21:51:33-06,1,2022-02-15 20:30:53-06
9671,2022-07-30 23:33:41-06,920,133,2022-08-02 00:50:41-06,1,2022-02-15 20:30:53-06
9672,2022-07-30 23:34:06-06,4394,183,2022-08-08 03:29:06-06,2,2022-02-15 20:30:53-06
9673,2022-07-30 23:34:55-06,339,27,2022-08-09 02:15:55-06,2,2022-02-15 20:30:53-06
9674,2022-07-30 23:36:53-06,3213,297,2022-08-05 19:50:53-06,2,2022-02-15 20:30:53-06
9675,2022-07-30 23:37:07-06,2523,243,2022-08-03 00:03:07-06,1,2022-02-15 20:30:53-06
9676,2022-07-30 23:39:13-06,681,239,2022-08-05 02:31:13-06,2,2022-02-15 20:30:53-06
9677,2022-07-30 23:39:45-06,3200,274,2022-07-31 19:37:45-06,2,2022-02-15 20:30:53-06
9678,2022-07-30 23:40:47-06,3430,383,2022-08-01 17:57:47-06,2,2022-02-15 20:30:53-06
9679,2022-07-30 23:41:19-06,3819,599,2022-08-02 00:23:19-06,1,2022-02-15 20:30:53-06
9680,2022-07-30 23:41:46-06,3010,84,2022-08-01 04:02:46-06,2,2022-02-15 20:30:53-06
9681,2022-07-30 23:42:09-06,64,160,2022-08-06 01:21:09-06,1,2022-02-15 20:30:53-06
9682,2022-07-30 23:47:10-06,2427,425,2022-08-04 02:07:10-06,1,2022-02-15 20:30:53-06
9683,2022-07-30 23:47:13-06,856,141,2022-08-03 22:52:13-06,2,2022-02-15 20:30:53-06
9684,2022-07-30 23:48:33-06,362,591,2022-08-01 00:07:33-06,2,2022-02-15 20:30:53-06
9685,2022-07-30 23:49:18-06,3097,165,2022-08-03 20:19:18-06,1,2022-02-15 20:30:53-06
9686,2022-07-30 23:50:06-06,3825,386,2022-08-06 01:41:06-06,1,2022-02-15 20:30:53-06
9687,2022-07-30 23:52:54-06,3540,470,2022-07-31 20:40:54-06,2,2022-02-15 20:30:53-06
9688,2022-07-30 23:56:08-06,1304,566,2022-08-07 20:31:08-06,2,2022-02-15 20:30:53-06
9689,2022-07-31 00:00:08-06,819,498,2022-08-03 20:33:08-06,2,2022-02-15 20:30:53-06
9690,2022-07-31 00:06:29-06,4449,468,2022-08-06 02:45:29-06,2,2022-02-15 20:30:53-06
9691,2022-07-31 00:09:55-06,2626,50,2022-08-08 19:29:55-06,1,2022-02-15 20:30:53-06
9692,2022-07-31 00:11:04-06,3481,295,2022-08-06 23:34:04-06,2,2022-02-15 20:30:53-06
9693,2022-07-31 00:11:50-06,1031,273,2022-08-08 02:55:50-06,1,2022-02-15 20:30:53-06
9694,2022-07-31 00:13:16-06,3447,508,2022-08-06 02:12:16-06,2,2022-02-15 20:30:53-06
9695,2022-07-31 00:13:30-06,726,95,2022-08-06 22:38:30-06,2,2022-02-15 20:30:53-06
9696,2022-07-31 00:13:46-06,2703,156,2022-08-03 03:49:46-06,2,2022-02-15 20:30:53-06
9697,2022-07-31 00:23:11-06,762,479,2022-08-05 01:04:11-06,2,2022-02-15 20:30:53-06
9698,2022-07-31 00:24:35-06,3477,594,2022-08-08 21:52:35-06,2,2022-02-15 20:30:53-06
9699,2022-07-31 00:29:25-06,199,21,2022-08-05 18:35:25-06,1,2022-02-15 20:30:53-06
9700,2022-07-31 00:29:59-06,2678,40,2022-08-02 02:53:59-06,1,2022-02-15 20:30:53-06
9701,2022-07-31 00:32:21-06,4581,401,2022-07-31 22:07:21-06,2,2022-02-15 20:30:53-06
9702,2022-07-31 00:34:07-06,3353,525,2022-08-01 23:13:07-06,2,2022-02-15 20:30:53-06
9703,2022-07-31 00:34:52-06,2708,57,2022-08-03 06:33:52-06,2,2022-02-15 20:30:53-06
9704,2022-07-31 00:39:32-06,1402,385,2022-08-05 18:50:32-06,2,2022-02-15 20:30:53-06
9705,2022-07-31 00:40:33-06,4158,28,2022-07-31 20:50:33-06,2,2022-02-15 20:30:53-06
9706,2022-07-31 00:43:19-06,142,508,2022-08-05 04:11:19-06,1,2022-02-15 20:30:53-06
9707,2022-07-31 00:44:18-06,203,351,2022-08-08 05:45:18-06,1,2022-02-15 20:30:53-06
9708,2022-07-31 00:45:33-06,3264,12,2022-08-08 01:56:33-06,1,2022-02-15 20:30:53-06
9709,2022-07-31 01:04:55-06,2096,137,2022-08-07 01:58:55-06,1,2022-02-15 20:30:53-06
9710,2022-07-31 01:05:31-06,3486,380,2022-08-08 20:29:31-06,2,2022-02-15 20:30:53-06
9711,2022-07-31 01:06:41-06,1525,231,2022-08-02 03:30:41-06,2,2022-02-15 20:30:53-06
9712,2022-07-31 01:13:11-06,2487,219,2022-08-08 05:40:11-06,2,2022-02-15 20:30:53-06
9713,2022-07-31 01:13:28-06,929,158,2022-08-07 03:11:28-06,1,2022-02-15 20:30:53-06
9714,2022-07-31 01:15:32-06,1532,144,2022-08-03 01:33:32-06,2,2022-02-15 20:30:53-06
9715,2022-07-31 01:16:58-06,3319,237,2022-08-04 04:13:58-06,1,2022-02-15 20:30:53-06
9716,2022-07-31 01:23:53-06,3385,287,2022-08-08 05:03:53-06,2,2022-02-15 20:30:53-06
9717,2022-07-31 01:24:41-06,4207,114,2022-08-03 19:51:41-06,1,2022-02-15 20:30:53-06
9718,2022-07-31 01:25:03-06,2747,23,2022-08-07 21:16:03-06,2,2022-02-15 20:30:53-06
9719,2022-07-31 01:25:13-06,335,584,2022-08-05 01:22:13-06,1,2022-02-15 20:30:53-06
9720,2022-07-31 01:25:21-06,1282,587,2022-08-07 04:30:21-06,2,2022-02-15 20:30:53-06
9721,2022-07-31 01:28:46-06,3942,196,2022-08-05 07:03:46-06,1,2022-02-15 20:30:53-06
9722,2022-07-31 01:29:48-06,4260,125,2022-08-07 00:52:48-06,2,2022-02-15 20:30:53-06
9723,2022-07-31 01:31:18-06,3968,24,2022-08-03 03:25:18-06,1,2022-02-15 20:30:53-06
9724,2022-07-31 01:33:08-06,518,130,2022-08-07 21:50:08-06,1,2022-02-15 20:30:53-06
9725,2022-07-31 01:35:18-06,3960,503,2022-08-02 20:46:18-06,2,2022-02-15 20:30:53-06
9726,2022-07-31 01:37:07-06,1701,162,2022-08-08 23:09:07-06,1,2022-02-15 20:30:53-06
9727,2022-07-31 01:39:13-06,3076,536,2022-08-03 00:54:13-06,1,2022-02-15 20:30:53-06
9728,2022-07-31 01:40:54-06,3630,399,2022-08-02 21:14:54-06,2,2022-02-15 20:30:53-06
9729,2022-07-31 01:43:43-06,4199,273,2022-08-01 06:25:43-06,2,2022-02-15 20:30:53-06
9730,2022-07-31 01:50:08-06,2605,242,2022-08-08 05:21:08-06,2,2022-02-15 20:30:53-06
9731,2022-07-31 01:54:47-06,3713,349,2022-08-04 20:47:47-06,1,2022-02-15 20:30:53-06
9732,2022-07-31 01:56:08-06,3262,288,2022-08-07 04:05:08-06,2,2022-02-15 20:30:53-06
9733,2022-07-31 01:57:35-06,1255,575,2022-08-03 21:47:35-06,1,2022-02-15 20:30:53-06
9734,2022-07-31 01:57:45-06,3320,125,2022-08-05 04:57:45-06,1,2022-02-15 20:30:53-06
9735,2022-07-31 01:57:49-06,4228,315,2022-08-08 06:51:49-06,2,2022-02-15 20:30:53-06
9736,2022-07-31 01:58:40-06,2072,13,2022-08-09 01:34:40-06,2,2022-02-15 20:30:53-06
9737,2022-07-31 01:59:18-06,1720,475,2022-08-03 05:19:18-06,2,2022-02-15 20:30:53-06
9738,2022-07-31 02:04:14-06,2278,568,2022-08-05 07:40:14-06,2,2022-02-15 20:30:53-06
9739,2022-07-31 02:08:03-06,1328,343,2022-08-04 06:57:03-06,1,2022-02-15 20:30:53-06
9740,2022-07-31 02:08:03-06,3497,443,2022-08-05 21:48:03-06,2,2022-02-15 20:30:53-06
9741,2022-07-31 02:09:22-06,1971,495,2022-08-07 03:01:22-06,1,2022-02-15 20:30:53-06
9742,2022-07-31 02:10:20-06,4058,48,2022-08-08 03:07:20-06,1,2022-02-15 20:30:53-06
9743,2022-07-31 02:12:42-06,1740,476,2022-08-06 04:57:42-06,2,2022-02-15 20:30:53-06
9744,2022-07-31 02:15:38-06,839,459,2022-08-03 03:31:38-06,2,2022-02-15 20:30:53-06
9745,2022-07-31 02:16:14-06,3610,217,2022-08-07 05:11:14-06,1,2022-02-15 20:30:53-06
9746,2022-07-31 02:16:48-06,1459,308,2022-08-06 23:36:48-06,2,2022-02-15 20:30:53-06
9747,2022-07-31 02:16:57-06,2455,106,2022-08-07 23:47:57-06,2,2022-02-15 20:30:53-06
9748,2022-07-31 02:17:56-06,3308,550,2022-08-02 07:54:56-06,1,2022-02-15 20:30:53-06
9749,2022-07-31 02:18:33-06,658,52,2022-08-06 00:41:33-06,1,2022-02-15 20:30:53-06
9750,2022-07-31 02:19:46-06,3174,527,2022-08-06 01:07:46-06,1,2022-02-15 20:30:53-06
9751,2022-07-31 02:20:50-06,36,202,2022-07-31 22:34:50-06,2,2022-02-15 20:30:53-06
9752,2022-07-31 02:22:02-06,249,199,2022-08-02 07:34:02-06,1,2022-02-15 20:30:53-06
9753,2022-07-31 02:22:38-06,3529,98,2022-08-01 01:45:38-06,1,2022-02-15 20:30:53-06
9754,2022-07-31 02:23:43-06,3751,479,2022-08-07 23:04:43-06,1,2022-02-15 20:30:53-06
9755,2022-07-31 02:24:55-06,86,108,2022-08-06 23:00:55-06,2,2022-02-15 20:30:53-06
9756,2022-07-31 02:25:00-06,207,400,2022-08-01 22:11:00-06,1,2022-02-15 20:30:53-06
9757,2022-07-31 02:25:14-06,2596,408,2022-08-01 07:43:14-06,2,2022-02-15 20:30:53-06
9758,2022-07-31 02:25:38-06,1307,160,2022-08-03 07:16:38-06,1,2022-02-15 20:30:53-06
9759,2022-07-31 02:25:57-06,2950,574,2022-08-07 05:56:57-06,2,2022-02-15 20:30:53-06
9760,2022-07-31 02:29:33-06,426,511,2022-08-09 00:32:33-06,2,2022-02-15 20:30:53-06
9761,2022-07-31 02:31:54-06,3778,60,2022-08-03 04:02:54-06,2,2022-02-15 20:30:53-06
9762,2022-07-31 02:32:54-06,155,540,2022-08-04 21:55:54-06,1,2022-02-15 20:30:53-06
